% Model,ConnectedTriangle_PHZ051G02_X148G55H247p6_largerange.mph
% Version,COMSOL 5.5.0.359
% Date,"Jul 23 2020, 21:13"
% Table,"Bowtie tip average norm E abs and arg (rad) - Bowtie tip average norm E abs and arg (rad) (abs(nx*Ex+ny*Ey+nz*Ez), arg(nx*Ex+ny*Ey+nz*Ez))"
% lam0 (m),freq (Hz),abs(nx*Ex+ny*Ey+nz*Ez) (V/m),arg(nx*Ex+ny*Ey+nz*Ez) (rad)
1.8400000000000002E-6,1.6293068369565216E14,8.83162139276186,-2.850287142047514
1.85E-6,1.6204997729729728E14,8.79060846246631,-2.834249254950766
1.86E-6,1.6117874086021503E14,8.750702619012742,-2.8183977428214684
1.8699999999999999E-6,1.6031682245989306E14,8.711861722978536,-2.802729141161112
1.8800000000000002E-6,1.594640734042553E14,8.674045714467606,-2.7872400817923686
1.8900000000000001E-6,1.5862034814814812E14,8.637216487387924,-2.7719272889198296
1.9E-6,1.577855042105263E14,8.601337773022568,-2.7567875754183055
1.91E-6,1.5695940209424084E14,8.566375031552845,-2.741817839331627
1.9200000000000003E-6,1.561419052083333E14,8.532295350487978,-2.7270150605667527
1.93E-6,1.553328797927461E14,8.499067351753583,-2.7123762977686185
1.94E-6,1.545321948453608E14,8.473322235801245,-2.698043180647223
1.95E-6,1.5373972205128206E14,8.463524138395135,-2.6841979004016805
1.9600000000000003E-6,1.529553357142857E14,8.453910667186644,-2.670496758753384
1.97E-6,1.521789126903553E14,8.444476941016044,-2.6569374943844806
1.98E-6,1.514103323232323E14,8.435218251632774,-2.6435178936583017
1.99E-6,1.5064947638190956E14,8.42613005568175,-2.630235789336642
2.0E-6,1.49896229E14,8.41720796737098,-2.617089059340005
